,epochs,alpha,model,cosine_similarity_per_phase,final_cosine_similarity,overall_avg_f1,avg_f1_per_phase,avg_f1_final_phase,all_f1_scores,avg_f1_jump,avg_f1_movement
0,30,0.01,Word2Vec,"[0.999, 0.998, 0.997, 0.997, 0.996, 0.995, 0.994, 0.994, 0.993, 0.992]",0.992,0.71919,"[0.7115, 0.7137, 0.7132, 0.7176000000000001, 0.7152000000000001, 0.7189, 0.7238999999999999, 0.7243, 0.7245, 0.7291000000000001]",0.7291000000000001,"[[0.742, 0.751, 0.715, 0.698, 0.732, 0.695, 0.721, 0.67, 0.728, 0.663], [0.741, 0.768, 0.711, 0.701, 0.745, 0.687, 0.716, 0.675, 0.715, 0.678], [0.731, 0.769, 0.722, 0.695, 0.742, 0.692, 0.711, 0.672, 0.723, 0.675], [0.727, 0.769, 0.722, 0.754, 0.735, 0.682, 0.711, 0.676, 0.732, 0.668], [0.732, 0.76, 0.722, 0.754, 0.735, 0.678, 0.711, 0.672, 0.715, 0.673], [0.742, 0.751, 0.718, 0.763, 0.735, 0.685, 0.717, 0.672, 0.729, 0.677], [0.742, 0.761, 0.719, 0.752, 0.739, 0.707, 0.745, 0.672, 0.725, 0.677], [0.738, 0.761, 0.719, 0.759, 0.735, 0.703, 0.742, 0.688, 0.721, 0.677], [0.738, 0.761, 0.719, 0.755, 0.734, 0.699, 0.742, 0.68, 0.73, 0.687], [0.738, 0.766, 0.719, 0.759, 0.734, 0.709, 0.742, 0.68, 0.73, 0.714]]",0.019333333333333327,2.469135802469275e-05
1,50,0.01,Word2Vec,"[0.999, 0.997, 0.996, 0.996, 0.994, 0.993, 0.992, 0.991, 0.99, 0.989]",0.989,0.7224700000000002,"[0.7123, 0.7131000000000001, 0.7167, 0.7194999999999999, 0.7184, 0.7239999999999999, 0.7282000000000001, 0.7274, 0.7283999999999999, 0.7366999999999999]",0.7366999999999999,"[[0.743, 0.751, 0.715, 0.703, 0.737, 0.695, 0.716, 0.68, 0.723, 0.66], [0.741, 0.764, 0.72, 0.705, 0.737, 0.688, 0.716, 0.675, 0.711, 0.674], [0.744, 0.764, 0.723, 0.699, 0.742, 0.696, 0.716, 0.681, 0.724, 0.678], [0.744, 0.764, 0.714, 0.773, 0.735, 0.679, 0.714, 0.674, 0.728, 0.67], [0.747, 0.762, 0.718, 0.767, 0.726, 0.684, 0.703, 0.675, 0.72, 0.682], [0.751, 0.758, 0.723, 0.773, 0.721, 0.712, 0.72, 0.68, 0.725, 0.677], [0.748, 0.763, 0.728, 0.773, 0.731, 0.712, 0.746, 0.68, 0.735, 0.666], [0.752, 0.763, 0.727, 0.773, 0.718, 0.708, 0.746, 0.689, 0.727, 0.671], [0.752, 0.756, 0.727, 0.773, 0.725, 0.705, 0.741, 0.696, 0.738, 0.671], [0.757, 0.771, 0.727, 0.782, 0.725, 0.705, 0.741, 0.694, 0.745, 0.72]]",0.02266666666666665,0.000493827160493829
2,70,0.01,Word2Vec,"[0.998, 0.996, 0.995, 0.994, 0.993, 0.991, 0.99, 0.989, 0.987, 0.986]",0.986,0.7244999999999999,"[0.7144, 0.7154, 0.7165999999999999, 0.7220000000000001, 0.7268, 0.7255, 0.7289999999999999, 0.7302, 0.7300000000000001, 0.7350999999999999]",0.7350999999999999,"[[0.755, 0.751, 0.715, 0.703, 0.737, 0.695, 0.716, 0.684, 0.723, 0.665], [0.751, 0.764, 0.72, 0.705, 0.742, 0.681, 0.716, 0.68, 0.711, 0.684], [0.751, 0.764, 0.729, 0.695, 0.741, 0.702, 0.71, 0.681, 0.715, 0.678], [0.744, 0.764, 0.728, 0.77, 0.734, 0.69, 0.71, 0.679, 0.719, 0.682], [0.756, 0.772, 0.737, 0.776, 0.727, 0.713, 0.703, 0.68, 0.733, 0.671], [0.761, 0.778, 0.737, 0.763, 0.726, 0.701, 0.708, 0.68, 0.73, 0.671], [0.764, 0.771, 0.733, 0.763, 0.731, 0.701, 0.74, 0.68, 0.73, 0.677], [0.768, 0.771, 0.732, 0.769, 0.722, 0.697, 0.746, 0.689, 0.731, 0.677], [0.764, 0.777, 0.732, 0.769, 0.717, 0.697, 0.73, 0.7, 0.743, 0.671], [0.764, 0.777, 0.732, 0.778, 0.716, 0.693, 0.731, 0.706, 0.738, 0.716]]",0.019555555555555548,0.0003827160493827164
3,30,0.025,Word2Vec,"[0.998, 0.996, 0.994, 0.994, 0.992, 0.99, 0.989, 0.988, 0.986, 0.985]",0.985,0.72539,"[0.7139, 0.718, 0.7184999999999999, 0.7220000000000002, 0.7247000000000001, 0.7270999999999999, 0.7285, 0.7304999999999999, 0.732, 0.7386999999999999]",0.7386999999999999,"[[0.755, 0.751, 0.715, 0.703, 0.737, 0.695, 0.716, 0.684, 0.723, 0.66], [0.755, 0.764, 0.724, 0.697, 0.747, 0.688, 0.716, 0.685, 0.715, 0.689], [0.755, 0.764, 0.734, 0.695, 0.741, 0.702, 0.715, 0.672, 0.715, 0.692], [0.744, 0.769, 0.73, 0.776, 0.734, 0.685, 0.703, 0.674, 0.723, 0.682], [0.757, 0.771, 0.726, 0.776, 0.73, 0.704, 0.698, 0.684, 0.725, 0.676], [0.771, 0.767, 0.724, 0.769, 0.732, 0.712, 0.71, 0.68, 0.731, 0.675], [0.772, 0.772, 0.718, 0.774, 0.734, 0.707, 0.731, 0.671, 0.731, 0.675], [0.764, 0.765, 0.723, 0.77, 0.732, 0.708, 0.731, 0.71, 0.731, 0.671], [0.758, 0.775, 0.728, 0.774, 0.725, 0.7, 0.735, 0.705, 0.75, 0.67], [0.769, 0.768, 0.727, 0.779, 0.724, 0.72, 0.733, 0.705, 0.746, 0.716]]",0.02588888888888889,0.00018518518518518534
4,50,0.025,Word2Vec,"[0.997, 0.994, 0.992, 0.991, 0.989, 0.987, 0.984, 0.983, 0.981, 0.98]",0.98,0.7279999999999996,"[0.7141, 0.7219, 0.7212000000000001, 0.7271000000000001, 0.7282, 0.7277, 0.7315999999999999, 0.7342, 0.7344, 0.7395999999999999]",0.7395999999999999,"[[0.76, 0.751, 0.719, 0.703, 0.733, 0.695, 0.716, 0.68, 0.719, 0.665], [0.767, 0.768, 0.737, 0.701, 0.741, 0.69, 0.721, 0.68, 0.716, 0.698], [0.765, 0.773, 0.728, 0.694, 0.741, 0.704, 0.723, 0.681, 0.716, 0.687], [0.763, 0.762, 0.733, 0.78, 0.734, 0.71, 0.718, 0.671, 0.724, 0.676], [0.763, 0.752, 0.732, 0.78, 0.73, 0.724, 0.717, 0.684, 0.734, 0.666], [0.782, 0.748, 0.731, 0.785, 0.724, 0.704, 0.726, 0.675, 0.73, 0.672], [0.781, 0.758, 0.731, 0.785, 0.724, 0.709, 0.728, 0.693, 0.734, 0.673], [0.778, 0.749, 0.727, 0.785, 0.732, 0.714, 0.737, 0.718, 0.731, 0.671], [0.766, 0.753, 0.727, 0.78, 0.722, 0.709, 0.74, 0.718, 0.755, 0.674], [0.763, 0.746, 0.723, 0.785, 0.735, 0.714, 0.738, 0.723, 0.759, 0.71]]",0.017444444444444446,0.0012098765432098763
5,70,0.025,Word2Vec,"[0.997, 0.993, 0.99, 0.989, 0.986, 0.984, 0.981, 0.979, 0.977, 0.975]",0.975,0.7287899999999997,"[0.7176, 0.7235, 0.7212, 0.7254, 0.7272000000000001, 0.7278, 0.7295999999999999, 0.7377, 0.7369999999999999, 0.7409000000000001]",0.7409000000000001,"[[0.76, 0.756, 0.724, 0.703, 0.733, 0.7, 0.716, 0.68, 0.724, 0.68], [0.765, 0.785, 0.738, 0.695, 0.746, 0.687, 0.715, 0.685, 0.725, 0.694], [0.775, 0.778, 0.722, 0.687, 0.74, 0.71, 0.704, 0.674, 0.725, 0.697], [0.766, 0.778, 0.722, 0.769, 0.741, 0.707, 0.702, 0.668, 0.725, 0.676], [0.771, 0.764, 0.722, 0.773, 0.736, 0.713, 0.702, 0.676, 0.734, 0.681], [0.776, 0.758, 0.731, 0.785, 0.74, 0.707, 0.702, 0.667, 0.735, 0.677], [0.775, 0.754, 0.731, 0.785, 0.736, 0.699, 0.745, 0.667, 0.739, 0.665], [0.77, 0.758, 0.727, 0.79, 0.746, 0.699, 0.745, 0.728, 0.735, 0.679], [0.765, 0.754, 0.736, 0.784, 0.732, 0.681, 0.745, 0.728, 0.768, 0.677], [0.779, 0.754, 0.725, 0.771, 0.74, 0.674, 0.738, 0.732, 0.773, 0.723]]",0.029666666666666657,-0.00041975308641975073
6,30,0.05,Word2Vec,"[0.997, 0.993, 0.99, 0.989, 0.986, 0.984, 0.981, 0.979, 0.977, 0.975]",0.975,0.7269099999999997,"[0.7148, 0.7189000000000001, 0.7193, 0.7245999999999999, 0.7269, 0.7240999999999999, 0.7301, 0.7368, 0.7358, 0.7377999999999999]",0.7377999999999999,"[[0.749, 0.756, 0.714, 0.703, 0.737, 0.695, 0.712, 0.68, 0.732, 0.67], [0.766, 0.768, 0.729, 0.701, 0.738, 0.682, 0.721, 0.685, 0.712, 0.687], [0.769, 0.752, 0.726, 0.702, 0.734, 0.721, 0.716, 0.67, 0.721, 0.682], [0.759, 0.752, 0.737, 0.78, 0.735, 0.714, 0.712, 0.662, 0.733, 0.662], [0.76, 0.755, 0.73, 0.78, 0.73, 0.722, 0.72, 0.676, 0.729, 0.667], [0.765, 0.75, 0.726, 0.78, 0.731, 0.698, 0.717, 0.672, 0.73, 0.672], [0.767, 0.75, 0.731, 0.775, 0.746, 0.69, 0.755, 0.672, 0.734, 0.681], [0.757, 0.75, 0.731, 0.78, 0.745, 0.702, 0.759, 0.731, 0.736, 0.677], [0.756, 0.75, 0.727, 0.78, 0.738, 0.698, 0.751, 0.731, 0.754, 0.673], [0.757, 0.75, 0.722, 0.773, 0.734, 0.698, 0.751, 0.722, 0.754, 0.717]]",0.024111111111111107,0.00016049382716049396
7,50,0.05,Word2Vec,"[0.996, 0.991, 0.986, 0.985, 0.981, 0.978, 0.974, 0.971, 0.968, 0.966]",0.966,0.7327799999999999,"[0.7203999999999999, 0.7253000000000001, 0.7214, 0.7269, 0.7269, 0.7297999999999999, 0.7363000000000001, 0.7437, 0.7471000000000001, 0.75]",0.75,"[[0.769, 0.761, 0.723, 0.703, 0.733, 0.7, 0.717, 0.68, 0.733, 0.685], [0.76, 0.789, 0.733, 0.708, 0.739, 0.694, 0.728, 0.682, 0.731, 0.689], [0.769, 0.774, 0.722, 0.702, 0.739, 0.719, 0.713, 0.668, 0.726, 0.682], [0.76, 0.774, 0.713, 0.794, 0.744, 0.709, 0.713, 0.668, 0.731, 0.663], [0.758, 0.774, 0.717, 0.787, 0.753, 0.708, 0.708, 0.673, 0.726, 0.665], [0.768, 0.77, 0.722, 0.794, 0.766, 0.7, 0.719, 0.667, 0.73, 0.662], [0.773, 0.769, 0.732, 0.794, 0.763, 0.694, 0.759, 0.676, 0.731, 0.672], [0.768, 0.769, 0.75, 0.799, 0.756, 0.689, 0.767, 0.73, 0.736, 0.673], [0.762, 0.769, 0.745, 0.785, 0.754, 0.711, 0.77, 0.74, 0.765, 0.67], [0.755, 0.765, 0.751, 0.789, 0.746, 0.711, 0.757, 0.732, 0.765, 0.729]]",0.03244444444444445,4.938271604938276e-05
8,70,0.05,Word2Vec,"[0.995, 0.988, 0.983, 0.982, 0.977, 0.974, 0.97, 0.966, 0.962, 0.96]",0.96,0.73352,"[0.7221, 0.7227000000000001, 0.7252, 0.7292, 0.726, 0.7325, 0.7387, 0.741, 0.7476, 0.7502000000000001]",0.7502000000000001,"[[0.78, 0.757, 0.728, 0.705, 0.743, 0.7, 0.71, 0.685, 0.734, 0.679], [0.773, 0.793, 0.738, 0.691, 0.731, 0.695, 0.708, 0.674, 0.73, 0.694], [0.769, 0.78, 0.733, 0.694, 0.727, 0.729, 0.711, 0.675, 0.731, 0.703], [0.767, 0.769, 0.735, 0.779, 0.74, 0.71, 0.71, 0.671, 0.725, 0.686], [0.76, 0.756, 0.733, 0.783, 0.741, 0.716, 0.703, 0.659, 0.734, 0.675], [0.754, 0.756, 0.756, 0.784, 0.761, 0.71, 0.714, 0.671, 0.745, 0.674], [0.759, 0.756, 0.757, 0.788, 0.757, 0.707, 0.755, 0.675, 0.754, 0.679], [0.773, 0.738, 0.743, 0.79, 0.753, 0.697, 0.75, 0.738, 0.746, 0.682], [0.762, 0.742, 0.747, 0.794, 0.741, 0.685, 0.782, 0.747, 0.783, 0.693], [0.75, 0.737, 0.749, 0.792, 0.749, 0.693, 0.763, 0.748, 0.787, 0.734]]",0.032555555555555574,-0.00014814814814814964
